"nr_documento","tipo_empresa","cidade","estado","subsegmento","segmento"
"125fb0e73807db6b1d27be1169764c0d","PJ","Cabo Frio","RJ","Supermercados","Supermercado/Farmácia"
"a479db7b868a5ee2ffb8c224fdb9929b","PF","Marituba","PA","Lojas Diversas","Varejo"
"44f28e56dda9a06bdee136c75301ad16","PJ","Curitiba","PR","Bares e Restaurantes","Alimentação"
"3a9701f2b4df8aaaaa53c15aad3e209b","PJ","São Paulo","SP","Bares e Restaurantes","Alimentação"
"f13ae26c6b182d12124bf210e0b7c372","PJ","Campinas","SP","Supermercados","Alimentação"
"b601f0911b04796751d6c3748fef5244","MEI","Fortaleza","CE","Outros","Serviços"
"3510df1c78b970db78f4b8856bfc9361","MEI","Goiânia","GO","Lojas Diversas","Varejo"
"6a1d202c61b7358a615abe612a4e0e20","PJ","Rio de Janeiro","RJ","Bares e Restaurantes","Alimentação"
"96886451f62bd0f05ea5a9e5ccbb4cf5","PJ","Valença","BA","Material de Construção","Bens duráveis"
"92ae2205c16b683bb2d9211ec86bf914","PF","Macapá","AP","Lojas Diversas","Varejo"
"d2ea5ac1bf7a94b164d670b93b73eaf1","PJ","Maracanaú","CE","Outros","Serviços"
"87bfdefb13e0bb1abe78525312266cb7","PJ","Curaçá","BA","Saúde","Serviços"
"7e200223abf4c66365623dee937e390d","MEI","Sorocaba","SP","Alimentação Rápida","Alimentação"
"70ea77da170c201eb353dff298327188","MEI","Recife","PE","Alimentação Rápida","Alimentação"
"f8605a83383a11fb52dbec0bd8f12634","PJ","Juquitiba","SP","Vestuário","Varejo"
"ae00c3430ad961945a29472a8dfc0c83","PJ","Sinop","MT","Alimentação Rápida","Alimentação"
"dcda59fef35c7580954c3f834387548d","PJ","São Luís","MA","Educação","Serviços recorrentes"
"697d6ecb1911f0250f2004d7b4403170","MEI","Ribeirão Pires","SP","Lojas Diversas","Varejo"
"4a5fbab400d812d86b331e50dd7340f0","PJ","Farroupilha","RS","Lojas Diversas","Varejo"
"abec34d50725fbb54cf82d55591ccb4a","MEI","Porto Alegre","RS","Lojas Diversas","Bens duráveis"
"4c2884b09fdd6acc180f617ee57a42f0","MEI","Catalão","GO","Alimentação Rápida","Alimentação"
"9d46ed48507cccd88c1d8392f0f7f1ba","MEI","Bauru","SP","Supermercados","Supermercado/Farmácia"
"c3e90b30a09606d9b00e100dad69d37b","PJ","São Paulo","SP","Lojas Diversas","Alimentação"
"72aff4f986ee6c21e6dea41f76a79ed4","PJ","Rio de Janeiro","RJ","Lojas Diversas","Varejo"
"abcb441292f6c4ee73bb69e0e6bf335f","PF","Fortaleza","CE","Lojas Diversas","Varejo"
"4b79a82a3a6174bf9f5f76cbea9453e3","PJ","Santa Maria","RS","Outros","Serviços"
"d64318d0fd610a04bc0d9487862f9104","PJ","Betim","MG","Outros","Serviços"
"5d767da42de872e015d2e91d574d5ca5","PF","Barreiras","BA","Lojas Diversas","Varejo"
"f9bf6ba29b2925707fc2e66cde43c08b","PJ","São Paulo","SP","Lojas Diversas","Varejo"
"55bdb9c4d41159db3c9515c4c9039590","PF","Boa Vista","RR","Saúde","Serviços"
"50167de59429073d05c95b214112060e","PJ","Caxias do Sul","RS","Alimentação Rápida","Alimentação"
"e6106c05264566c5834a66c9ea0d43c6","PF","Formosa","GO","Bares e Restaurantes","Alimentação"
"c76346b403a376014092d0ba73ddfc92","MEI","Santo André","SP","Lojas Diversas","Alimentação"
"bbddb80138bcf7071eb4f9414fbaadd1","PJ","Tubarão","SC","Outros","Varejo"
"af61992987f3523c4de7b9043be1ea1e","PJ","Macaé","RJ","Automotivo","Bens duráveis"
"4426842a0bccf5f501e8ba6e9109863e","PJ","São Sebastião","AL","Lojas Diversas","Varejo"
"31375a1a222f170ff677a7176b6bfed8","MEI","Nova Iguaçu","RJ","Bares e Restaurantes","Alimentação"
"aeae3b2ca00e80d40a1a33be4e2ea1e8","MEI","Curitiba","PR","Bares e Restaurantes","Alimentação"
"1d6c587965b813c698d18424d20e686e","PF","Campina Grande","PB","Material de Construção","Bens duráveis"
"26e36f1f6c074bca0f4cac805e7f770c","PF","Cabo Frio","RJ","Lojas Diversas","Varejo"
"bb07bfd22fba6e87ee25bb01136cbe6a","MEI","Bragança Paulista","SP","Automotivo","Bens duráveis"
"b4ba4258481fc7840312e67a4ce60e29","PJ","Itupiranga","PA","Saúde","Supermercado/Farmácia"
"a5e18d4bd6049f87d528d539713ec6b3","PJ","Venâncio Aires","RS","Supermercados","Supermercado/Farmácia"
"5bb90dd272a3135e12b79bdd07417848","MEI","Guaíra","SP","Alimentação Rápida","Alimentação"
"42f0fd1e16c0f8a0ea97947e965b6d5b","MEI","Campo Grande","MS","Vestuário","Varejo"
"1607d80a9f7f9de63da8be8a05244de9","PJ","Macapá","AP","Alimentação Rápida","Alimentação"
"ba64734130995e9dc7205a150e59c6d2","PJ","Maringá","PR","Bares e Restaurantes","Alimentação"
"66b16e7a88a35b78e999c7adec9ff59c","MEI","Vargem Grande Paulista","SP","Bares e Restaurantes","Alimentação"
"e18c78b363349678e4d3d9369f21c5a8","MEI","Uberlândia","MG","Vestuário","Varejo"
"c46a55941d4f6d803a447bced71966b1","MEI","Cruzeiro do Sul","AC","Alimentação Rápida","Alimentação"
"05b29085cb12719e8283023ead96e539","PF","João Pessoa","PB","Lojas Diversas","Varejo"
"a5b6a20bbc0be1d5ddd9acfecfcd61d7","MEI","Penapolis","SP","Outros","Serviços"
"a26b19ba6d956f11536cf236d152fb90","MEI","Salvador","BA","Automotivo","Bens duráveis"
"de2919a8b4610114a0302bb5246efad3","MEI","Porto Alegre","RS","Lojas Diversas","Alimentação"
"1b3894d0aecd51669a9e3d3658bff885","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"dee4bceb8be5f7d190dd839b3fd48faa","PJ","São Paulo","SP","Lojas Diversas","Varejo"
"57c1973cac4574cd3d6bc9825941d199","MEI","Cariacica","ES","Vestuário","Varejo"
"c46bf4698d6e4c8ef58471bbec24b951","MEI","Cabo Frio","RJ","Vestuário","Varejo"
"90649a97de753e8171dab5393c0e8830","PJ","Ipatinga","MG","Automotivo","Serviços"
"df22d83c73371fafc372e0574301ab45","MEI","Manaus","AM","Alimentação Rápida","Alimentação"
"be8d7acc41884d7acd355253c40fb812","PJ","Telêmaco Borba","PR","Lojas Diversas","Alimentação"
"25350aa27f21f99a4385f8e4e1d38890","PJ","São Paulo","SP","Supermercados","Alimentação"
"15d8bfbfc0387868b3fbd24aef5697c2","MEI","Alagoinhas","BA","Lojas Diversas","Varejo"
"4028e220c9d85b0104c93d7cb21a2b75","MEI","Parnamirim","RN","Outros","Serviços"
"b25ccafde0b86a02db3868a639a9ba53","MEI","Matias Barbosa","MG","Supermercados","Alimentação"
"b5f6c4358374935c0e69e1d1e0f8277f","MEI","Sorocaba","SP","Alimentação Rápida","Alimentação"
"a88d3a63607334c6ff3a8834b129bb7e","MEI","Carapicuíba","SP","Alimentação Rápida","Alimentação"
"c47e6753cba657d2898803558121812c","MEI","São Paulo","SP","Supermercados","Alimentação"
"58fb1665b8e0fe6b93216ff5114abfbd","MEI","Mogi das Cruzes","SP","Automotivo","Serviços"
"b92b8f645a6c2aab0a66881af097fcaf","MEI","Bauru","SP","Lojas Diversas","Bens duráveis"
"25dd3788c6c6a6661ace46218bd40556","PJ","Brasília","DF","Alimentação Rápida","Alimentação"
"b48e3965d166f7b20f529da0d19ae18e","PJ","Jales","SP","Lojas Diversas","Varejo"
"14a50ce88b18849780b55ca0f11cc0f6","PJ","Brasília","DF","Atacadistas Gerais","Bens duráveis"
"42b30935226cb293cf347a3d6fb5ae34","MEI","Brasília","DF","Outros","Serviços"
"d5568865351bfeee9d5501295a32c208","PJ","Araguari","MG","Outros","Bens duráveis"
"9c7923614c32d2dbd86785c50b9aaae2","PJ","Natal","RN","Outros","Serviços"
"9b2e7578f6a22875d50a1d230e70ae1c","PJ","Catanduva","SP","Automotivo","Bens duráveis"
"cb342d86bb31645ba822a4a5bf9a87e1","PF","Campina Grande","PB","Lojas Diversas","Varejo"
"523dcdbb1b862b148eba828e6b2445a2","PJ","Ribeirão Preto","SP","Educação","Serviços recorrentes"
"95cbee444ebba434f35b678c19971195","PF","Aracaju","SE","Alimentação Rápida","Alimentação"
"4cd9907738f4d5dd41df0ce372775655","PJ","Porto Velho","RO","Saúde","Serviços"
"6f4937321573ce8a41fd31ef9de0c3ed","PJ","Goianira","GO","Vestuário","Varejo"
"1553ea09cf08e49b37183614cfa184f0","PJ","Rio de Janeiro","RJ","Automotivo","Serviços"
"6af88c3c8f661142939a2940bb5adaa6","MEI","São José dos Pinhais","PR","Vestuário","Varejo"
"8158812c894f466173054474ac2ba650","PJ","Nova Esperança","PR","Outros","Serviços"
"026660fda288d712cd59ebcf081ffabd","MEI","Avaré","SP","Alimentação Rápida","Alimentação"
"2d367b07068cd04202bffe2a342ae0a8","PJ","Brasília","DF","Postos de Gasolina","Posto"
"258207cbe626fe28e4de8d33cfb6d6ca","MEI","Jaboatão dos Guararapes","PE","Atacadistas Gerais","Bens duráveis"
"0f3da5bfae00ed0b0ea60839b9eb2ce1","MEI","Luziânia","GO","Vestuário","Varejo"
"6cc4d76db9c866fcd1aac1ef6c3f7ec5","PJ","Pomerode","SC","Bares e Restaurantes","Alimentação"
"71627db87be2d4d97bb35977fde18b85","PJ","Itirapina","SP","Supermercados","Alimentação"
"c32d84664d87a9d402864bbf96ccfc45","PJ","Santana de Parnaíba","SP","Lojas Diversas","Alimentação"
"07d8f960069ba3568b85037a45d6a5df","PJ","Arapongas","PR","Lojas Diversas","Bens duráveis"
"f33ed87db961a2a2ad5b722138a0772e","MEI","Goiânia","GO","Lojas Diversas","Varejo"
"73d0e88d4c9dada05e7ac3cd7cc4963c","PJ","São Paulo","SP","Lojas Diversas","Varejo"
"3f00734a62649d22e553e1491bf3ac52","MEI","São João da Boa Vista","SP","Alimentação Rápida","Alimentação"
"febd0ea8ffbcc34a7817da805081d6de","PJ","Avaré","SP","Supermercados","Supermercado/Farmácia"
"335bba741c1e1effc6dec1765780663d","PJ","Fortaleza","CE","Material de Construção","Bens duráveis"
"28081a34ee4127da09dc12895b23a7ea","PJ","Cianorte","PR","Alimentação Rápida","Alimentação"
"88e750e79fff29414af4f58114fb5075","PJ","Campo Grande","MS","Automotivo","Serviços"
"a626325f122ae939e38e9449d623ce0b","PJ","Parnamirim","RN","Educação","Serviços recorrentes"
"52dfc4d70737e7b8771b92ee70832fbe","PJ","Brotas","SP","Academias","Serviços recorrentes"
"2e3f0db807076c6cc4456cd6cf8521e2","PF","Rio de Janeiro","RJ","Lojas Diversas","Varejo"
"31fdb2634e987b20c2b613c78d721ce8","PJ","Bauru","SP","Material de Construção","Bens duráveis"
"b48bf1029e45baaa910a2934627a407e","PJ","Curitiba","PR","Alimentação Rápida","Alimentação"
"b044b6b510ccc09d8e13d83fc6f92a42","PJ","Palmas","TO","Automotivo","Bens duráveis"
"8e1e1bdb4f02e36dc81aa55123884364","PJ","Vitória","ES","Saúde","Serviços"
"076fe29bec5062745e4b772b17bdd3fa","PJ","São Paulo","SP","Supermercados","Supermercado/Farmácia"
"bdce165165eb37ac00934eb51ba15e04","PJ","Bela Vista do Paraíso","PR","Atacadistas Gerais","Posto"
"c96b1bfc21932ae1b89d0419efc9cb5e","PJ","Paulista","PE","Bares e Restaurantes","Alimentação"
"3a1ed455f3aee79dd5c62debd14444df","MEI","Vitória da Conquista","BA","Outros","Serviços"
"3b989710cff274c346bc5fcb1bea6338","MEI","Cruz do Espírito Santo","PB","Alimentação Rápida","Alimentação"
"5b2147c3993c50947a0f9c293db93cdb","PJ","Santana","AP","Supermercados","Supermercado/Farmácia"
"a7390884b87bcb64670fbfcdbe3cb6bd","PJ","Vitória da Conquista","BA","None","Outros"
"b61708073ddce86901711b03dff12351","MEI","Salvador","BA","Outros","Serviços"
"0a65c74219893e42c4a229db75444219","PJ","Cascavel","PR","Vestuário","Varejo"
"f5128493827b58d54b44f80156b3353e","PJ","Pinhais","PR","Bares e Restaurantes","Alimentação"
"23cd33de0ffa70be9044e565d7b16309","PJ","Fortaleza","CE","Alimentação Rápida","Alimentação"
"0fe2c9c84449172ac226e881ab253775","PJ","Brasília","DF","None","Outros"
"38cfff62817c8e722438aeb92f1d85f5","PF","Primavera","PE","Alimentação Rápida","Alimentação"
"c31c36e9271e4b3b1ba3c34b8ce37f65","MEI","Marília","SP","Automotivo","Serviços"
"cd1178c3ed53ebe730ba521617cb574b","PF","Camaçari","BA","Material de Construção","Bens duráveis"
"2b67ddc4d72a8d33806a5a5140733160","PJ","Brasília","DF","Bares e Restaurantes","Alimentação"
"3c30a6d158bd27f7fec1dc20aea15feb","PJ","Gravataí","RS","Alimentação Rápida","Alimentação"
"cf54753e0a961012d813eb619e0aaebb","MEI","Campinas","SP","Automotivo","Serviços"
"d9e54e4bd2ae3b99f2f96a87850b1b77","PJ","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"a3141941ad54361b549eb1fb0b4c9157","MEI","Várzea Grande","MT","Vestuário","Varejo"
"46a0d2c51d3fd15b66513dc9484b7a73","PJ","Curitiba","PR","Educação","Serviços recorrentes"
"b86ed58162259584733538db0b707b4a","PJ","Manaus","AM","Lojas Diversas","Varejo"
"b10f80968193fd6b874e2976c7b915b2","PJ","São Paulo","SP","Saúde","Supermercado/Farmácia"
"209dd323447c58a8767d80c366041761","PF","Araucária","PR","Outros","Serviços"
"f4740325ac34bd571057d5dad3e67969","PJ","Uberaba","MG","Postos de Gasolina","Posto"
"4f67e383003ae05008ac719a251c67c6","PF","Manaus","AM","Lojas Diversas","Varejo"
"ea37a9f0299897713f1a19e12eb1a5e1","MEI","Patos de Minas","MG","Bares e Restaurantes","Alimentação"
"1e326b41c25bb8cdf16284307989d014","PJ","Olímpia","SP","Supermercados","Supermercado/Farmácia"
"2ee638ab022071bfd736bfed82f9a280","MEI","Belo Horizonte","MG","Lojas Diversas","Alimentação"
"306f1d26538a730c63a9352a4beb0585","PJ","Brasília","DF","Lojas Diversas","Bens duráveis"
"d53bbe14aba02e75709c3e87c338e8b9","PJ","Salvador","BA","Academias","Serviços recorrentes"
"eb87422ccfea239514ce19f7ffdf1c38","MEI","Valinhos","SP","Outros","Serviços"
"cd7a2417d166a74d32cf66b633415896","MEI","Guarulhos","SP","Lojas Diversas","Bens duráveis"
"6e25dd16fbfc0a96604e8d54879da60a","PJ","Campos dos Goytacazes","RJ","Material de Construção","Bens duráveis"
"e847a9fb327c192852b50ddd15b6ead6","PJ","Porto Real","RJ","Bares e Restaurantes","Alimentação"
"3e0bc90674201d957658f8aa8f6f92d7","PJ","Três Lagoas","MS","Saúde","Bens duráveis"
"dc04158871ac480fcfaf2b7ac4a87b76","PF","Brasília","DF","Lojas Diversas","Varejo"
"c217a4d189b0db21ab14b68e53dbf2e3","PJ","Nossa Senhora do Socorro","SE","Outros","Serviços"
"9d7f61550ccade44ac6246f0a3f7b469","PJ","Campinas","SP","Automotivo","Bens duráveis"
"0917bccc4ee9fa004cbdb620bb76a54b","MEI","Porto Real","RJ","Alimentação Rápida","Alimentação"
"f0337b972bad87fccbdacd7aefddd226","PJ","São Paulo","SP","Automotivo","Bens duráveis"
"ea230ccb64dc254f9845e0e0cf6f986a","MEI","São José dos Campos","SP","Alimentação Rápida","Alimentação"
"4930e0eb6143f86b08affaf9bef9be7f","PJ","Santa Terezinha de Itaipu","PR","Lojas Diversas","Varejo"
"d388dcd686e76efa9d1a2fc4c25f8ecd","PJ","Cipó","BA","Outros","Serviços"
"30a59e2db02cb02ba6fd86ad48aeb405","PJ","Brasília","DF","Supermercados","Alimentação"
"2bba28637a9ce3ac21f439bc7f0255db","MEI","Porto Alegre","RS","Automotivo","Serviços"
"d723506abdfe19d97a67f65772cd8f76","PJ","Batatais","SP","Alimentação Rápida","Alimentação"
"e651ec9562129721961ee471bbea564f","MEI","Jacaré","SP","Alimentação Rápida","Alimentação"
"8806b7a5acbef52f33a3a4f69d069560","MEI","São Paulo","SP","Outros","Serviços"
"016129ed8de59654573fd3b1f78d9d9d","MEI","Campo Magro","PR","Lojas Diversas","Varejo"
"d388dcd686e76efa9d1a2fc4c25f8ecd","PF","Cipó","BA","Supermercados","Supermercado/Farmácia"
"25103c9b786f93a50ebe347921b29b56","MEI","Barra do Jacuípe","BA","Atacadistas Gerais","Varejo"
"d0fb9fd491d07e23955941ae9a5a681d","MEI","Resende","RJ","Automotivo","Bens duráveis"
"af2ab9fe50ce37e5167385935c7fae61","MEI","Maceio","AL","Saúde","Supermercado/Farmácia"
"02678812690a2eeb1493be147ce29246","MEI","Barreiras","BA","Lojas Diversas","Alimentação"
"0cb43af0a1e745227e68b18a0a93b043","PF","Guarujá","SP","Lojas Diversas","Varejo"
"73d26ba3db2af6a0597b6b191471c0c0","PF","João Pessoa","PB","Lojas Diversas","Varejo"
"644d608d9121f8c18d5c0bc0a4ddddf8","PJ","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"6b937089e6af73e82eeed553092e90ca","PJ","Joinville","SC","Automotivo","Serviços"
"8446ade47dfe9de5e54f9f5138479fcd","PJ","Presidente Prudente","SP","Supermercados","Supermercado/Farmácia"
"d0c9907ef804a23b5e7d8a41aebeb39a","PJ","Nova Iguaçu","RJ","Bares e Restaurantes","Alimentação"
"6d1d716d4d0efe5fe2722cbb4fa18e3c","PJ","Porto Seguro","BA","Bares e Restaurantes","Alimentação"
"4507d7ea7fe5eb300af4ec461a69b70e","PJ","Novo Hamburgo","RS","Academias","Serviços recorrentes"
"c07b27f68655cb5ac93a25807f3512d0","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"e372f8c1beb2f0c6be20ece60227278e","PF","Manaus","AM","Alimentação Rápida","Alimentação"
"18cb7c6d4d4d5ce906013fcdb041336a","PJ","Brasília","DF","Supermercados","Supermercado/Farmácia"
"4051364fc78d450e8db3f4d893dafcdf","PJ","Marituba","PA","Alimentação Rápida","Alimentação"
"936039a0a51d66fe8abdab7d9ccb6367","PJ","Campo Grande","MS","Outros","Serviços"
"45eb7571c034b9097039042c9ce6537f","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"7f407425d06810ada0255ae92a5a5349","PJ","Cuiabá","MT","Lojas Diversas","Bens duráveis"
"cdf3543938e1c310ba9ae16f8d923451","PJ","Quatis","RJ","Alimentação Rápida","Alimentação"
"b7f5c4008842af9da945174b6b173721","PJ","Nova Iguaçu","RJ","Supermercados","Supermercado/Farmácia"
"4351b7f633d55dcdc0be9bf402dbe284","PJ","Belo Horizonte","MG","Alimentação Rápida","Alimentação"
"f3e05f8acb8d19dc8cabd142a09029cb","PJ","Feira de Santana","BA","Lojas Diversas","Supermercado/Farmácia"
"74f32af4e99b27488922d17cfbffd69f","PJ","Jequié","BA","Outros","Serviços"
"3767cd1fde09906370a564b7f9ae0d33","MEI","Sorocaba","SP","Alimentação Rápida","Alimentação"
"94b80e995ca68cbc9b0000a1653e281b","MEI","Urupês","SP","Vestuário","Varejo"
"ccedbdf45a2164ea70258bbeb2497226","MEI","Guarujá","SP","Lojas Diversas","Alimentação"
"7360f84948737535b4f9b686e9c330aa","PJ","Varginha","MG","Outros","Bens duráveis"
"caf351afd84e7960f38f925914a72f72","PJ","São Paulo","SP","Outros","Bens duráveis"
"92aac4eae79bb0255476c48811df0f5e","MEI","Salvador","BA","Alimentação Rápida","Alimentação"
"260c309c237cb0ac6fa343fe827ca4ac","PJ","Salvador","BA","Material de Construção","Bens duráveis"
"543f62918c889e0fe931deedda8110a7","PJ","São José do Norte","RS","Saúde","Bens duráveis"
"520fec338ce9d2d786a4ae31f582deac","PJ","Rio de Janeiro","RJ","Outros","Serviços"
"a294f081aec15a4468a6378dc669110d","PJ","Paranaguá","PR","Supermercados","Alimentação"
"1a5be7bc584cfa018561fd8a48389ada","PF","Cascavel","PR","Vestuário","Varejo"
"13d054aee42248678859d9daef8543b6","PJ","Rio de Janeiro","RJ","Lojas Diversas","Alimentação"
"73974aef4f8aa2e284a008b0b0b1424b","MEI","Resende","RJ","Lojas Diversas","Varejo"
"bafef11fdfb899d3d39a81a96e57ff1c","PJ","São Luís","MA","Saúde","Supermercado/Farmácia"
"213ab25dd649ca81235f65fc833aceb7","PJ","Porto Alegre","RS","Alimentação Rápida","Alimentação"
"7120ab13b730ca0060de2559db7a68ed","MEI","Belo Horizonte","MG","Bares e Restaurantes","Viagens e entretenimento"
"110fc691af834f08184610046b8c11d9","PJ","Campina Grande","PB","Alimentação Rápida","Alimentação"
"0d671d68403dd542260a0b174837b797","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"10c59f4d8610648ecca5703209013b70","MEI","Teresina","PI","Vestuário","Varejo"
"9a491b9b8f94b29543aec4db295d66a8","PJ","Pato Branco","PR","Alimentação Rápida","Alimentação"
"d26cae0f7d3de6651742e704c4d93307","PF","Jaboatão dos Guararapes","PE","Lojas Diversas","Varejo"
"6ac2bc2bf18044d845385f56b49b464f","MEI","Criciúma","SC","Vestuário","Varejo"
"c3aacbad32cd8142c179716c39c07baf","MEI","Belo Horizonte","MG","Bares e Restaurantes","Alimentação"
"5f345894c9351e083ab570543b3eee08","MEI","Santa Maria","RS","Vestuário","Varejo"
"20c3c6de45915edc66a2ff7e023aa536","PJ","Jacarezinho","PR","Alimentação Rápida","Alimentação"
"701b7b03382d964cd59aeac499149bad","MEI","Itumbiara","GO","Lojas Diversas","Alimentação"
"55209a5d55407851361d3a0355ce4a3b","MEI","Saquarema","RJ","Alimentação Rápida","Alimentação"
"3e964f02a30b6a340b5f6166d2740f0a","PJ","São Paulo","SP","Bares e Restaurantes","Alimentação"
"568ea999b463a2c44e15fc932c7f14f4","MEI","Diadema","SP","Automotivo","Serviços"
"a8aa98debb13ec59652f72b79dc21ab6","MEI","Macaé","RJ","Bares e Restaurantes","Alimentação"
"40a25e6e16fd58e670ad1d1820aae85f","PJ","Colombo","PR","Alimentação Rápida","Alimentação"
"c05d6b960db13ee350c88ba716861778","PJ","São Paulo","SP","Lojas Diversas","Varejo"
"d16ff4f7b9a5b6f2818bcc5b45e3a6ed","PJ","Uberlândia","MG","Lojas Diversas","Alimentação"
"a6d836e16e99c239f22aaaae8eb9ea81","PJ","Águas Claras","RS","Lojas Diversas","Bens duráveis"
"04312907599bba2a1b1472927858a3d2","MEI","Guarapari","ES","Outros","Serviços"
"0b1eb49936c9a07a2b050f030c80c627","PJ","Maceió","AL","Saúde","Supermercado/Farmácia"
"fb8ed2b4f2ac60cbb73c4843f8e05aec","PJ","Brasília","DF","Lojas Diversas","Bens duráveis"
"76d2be11c6a655ca40a164d657e439ba","PF","Juazeiro do Norte","CE","Outros","Serviços"
"1b212dd4f32c75573a204f804de821ff","PF","Conselheiro Lafaiete","MG","Lojas Diversas","Varejo"
"25834415749b30af9272fbf447c3ad2a","PJ","São Roque","SP","Material de Construção","Bens duráveis"
"d8ba4a445f8eb2ec2130b12520741d5b","PJ","Brasília","DF","Alimentação Rápida","Alimentação"
"5f04789decfb160119dfcaa6285ae3db","PJ","Cubatão","SP","Automotivo","Serviços"
"2470b87c9badeef549250dd328a86385","PF","Uberlândia","MG","Lojas Diversas","Varejo"
